	SRR403882_first	SRR403883_first	SRR403886_first	SRR403887_first	SRR403888_first	SRR403889_first	SRR403892_first	SRR403893_first
ENSG00000261439.1	0	0	0	0	0	0	0	0
ENSG00000265281.1	0	0	0	0	0	0	0	0
ENSG00000260198.1	0	0	0	0	0	0	0	0
ENSG00000279764.1	0	0	0	0	0	0	0	0
ENSG00000272372.1	1	0	0	0	0	0	2	0
ENSG00000159461.14	1070	121	957	183	956	322	998	337
ENSG00000260621.1	0	0	0	0	0	0	0	0
ENSG00000167005.13	1424	207	1174	226	1582	939	1195	661
ENSG00000087263.16	558	138	417	162	588	445	347	430
ENSG00000274031.1	2	0	2	0	6	0	0	0
ENSG00000125124.11	367	75	398	157	410	344	440	604
ENSG00000102891.3	0	0	0	0	1	0	1	0
ENSG00000087250.8	3	2	2	1	0	0	1	0
ENSG00000125148.6	2565	355	2677	1003	1108	1011	1856	1824
ENSG00000260823.1	0	0	0	0	0	0	3	0
ENSG00000260549.1	0	1	0	0	0	0	1	0
ENSG00000169715.14	0	1	0	1	0	0	3	1
ENSG00000205364.3	4	0	4	1	4	2	4	6
ENSG00000255986.6	0	1	0	0	0	0	1	0
ENSG00000205362.11	0	0	0	0	0	0	0	0
ENSG00000205361.8	0	0	0	0	0	0	0	0
ENSG00000205360.6	2	0	0	1	0	0	0	0
ENSG00000259923.1	0	0	0	0	0	0	0	0
ENSG00000169688.10	0	0	0	0	0	0	0	0
ENSG00000198417.6	37	2	24	15	27	25	40	13
ENSG00000125144.13	0	0	2	0	0	0	0	2
ENSG00000205358.3	0	0	0	0	0	0	0	0
ENSG00000275691.1	1	0	2	0	1	0	0	1
ENSG00000187193.8	89	28	61	20	60	35	52	20
ENSG00000259827.1	0	0	0	0	0	0	0	0
ENSG00000261429.2	0	0	0	0	0	0	0	0
ENSG00000261302.5	1	0	1	0	0	0	0	0
ENSG00000102900.12	787	243	631	330	883	1183	661	898
ENSG00000207649.3	0	0	0	0	0	0	0	0
ENSG00000070915.9	1	0	0	0	0	0	0	0
ENSG00000283471.1	0	0	0	0	0	0	0	0
ENSG00000243988.1	16	10	12	3	11	15	18	2
ENSG00000051108.14	498	92	593	203	801	413	824	567
ENSG00000261270.1	1	0	3	0	0	0	2	0
ENSG00000261114.1	0	0	1	0	3	0	1	0
ENSG00000087237.10	0	0	0	0	0	0	0	0
ENSG00000140853.15	47	6	22	4	13	5	10	1
ENSG00000259922.1	0	0	0	0	0	0	0	0
ENSG00000260145.1	0	0	0	0	0	0	0	0
ENSG00000260148.1	0	0	0	0	0	0	0	0
ENSG00000140848.16	296	24	282	33	309	52	333	84
ENSG00000279019.1	0	0	2	0	0	0	1	0
ENSG00000279803.1	1	0	6	0	1	0	4	0
ENSG00000172775.16	534	96	407	121	535	274	420	404
ENSG00000159579.13	625	84	570	142	767	406	567	412
ENSG00000102931.7	957	69	792	182	1171	257	862	506
ENSG00000276663.1	0	0	0	0	0	0	0	0
ENSG00000260038.1	1	0	5	0	0	1	2	0
ENSG00000102934.9	8	1	7	3	27	6	16	5
ENSG00000260965.1	17	5	17	3	36	26	24	3
ENSG00000271456.1	0	0	0	0	0	0	0	0
ENSG00000102962.4	0	0	1	0	0	0	1	0
ENSG00000006210.6	0	0	0	0	0	0	0	0
ENSG00000102970.10	0	0	0	0	0	0	0	0
ENSG00000005194.14	379	96	240	84	464	476	310	298
ENSG00000088682.13	457	35	375	103	558	226	566	293
ENSG00000260345.1	0	0	0	0	0	0	0	0
ENSG00000102978.12	990	142	745	184	1062	528	844	463
ENSG00000125170.10	65	3	63	13	63	8	89	19
ENSG00000135736.5	147	5	110	26	146	49	188	43
ENSG00000159618.15	0	1	0	0	0	0	0	0
ENSG00000260828.1	0	0	3	0	0	2	3	0
ENSG00000205336.11	226	27	253	36	609	257	618	223
ENSG00000261633.1	0	0	0	0	0	0	0	0
ENSG00000182885.16	0	0	0	0	0	0	0	0
ENSG00000260467.1	0	0	0	0	0	0	0	0
ENSG00000159625.14	0	0	0	0	0	0	0	0
ENSG00000260438.1	2	2	2	0	1	22	2	14
ENSG00000140854.12	372	35	349	56	517	258	720	305
ENSG00000140859.15	417	20	313	48	286	69	436	64
ENSG00000276166.1	0	0	0	0	1	0	1	0
ENSG00000274816.1	0	1	1	0	0	0	0	0
ENSG00000187185.4	0	0	0	0	1	0	0	0
ENSG00000206833.1	0	0	0	0	0	0	0	0
ENSG00000070729.13	2	0	2	1	1	0	3	0
ENSG00000159648.11	0	0	0	0	0	0	0	0
ENSG00000166188.2	190	18	129	28	209	45	169	35
ENSG00000103005.11	881	39	663	97	770	97	626	153
ENSG00000102996.4	62	1	51	6	33	13	64	1
ENSG00000207173.1	0	0	1	0	0	0	0	0
ENSG00000261151.1	0	0	1	0	1	1	0	0
ENSG00000070761.7	342	60	227	105	329	280	216	410
ENSG00000260545.1	0	0	0	0	0	0	0	0
ENSG00000260927.1	0	0	3	1	0	2	1	0
ENSG00000070770.8	883	106	680	108	1054	331	887	242
ENSG00000260867.1	0	0	0	0	0	0	0	0
ENSG00000240863.3	1	0	0	0	0	0	3	0
ENSG00000103021.9	81	10	56	14	51	44	66	42
ENSG00000103023.11	0	0	0	0	0	0	0	0
ENSG00000181938.13	294	30	188	55	302	133	190	133
ENSG00000212379.1	0	0	0	0	0	0	0	0
ENSG00000261078.1	0	0	0	0	0	0	0	0
ENSG00000252271.1	0	0	0	0	0	0	0	0
ENSG00000276131.1	11	0	7	3	7	1	5	8
ENSG00000260186.5	0	0	0	0	0	0	1	0
ENSG00000103034.14	177	21	136	31	163	73	166	70
ENSG00000200556.1	0	0	0	0	0	0	0	0
ENSG00000103037.11	224	22	179	23	174	28	154	76
ENSG00000125107.17	2433	453	2192	661	3187	2387	2655	2563
ENSG00000276259.1	16	0	9	3	9	0	3	0
ENSG00000207493.1	5	0	2	1	4	0	6	0
ENSG00000206952.3	0	0	0	0	0	0	0	0
ENSG00000281910.1	0	0	0	0	0	0	0	0
ENSG00000260865.1	0	0	1	0	0	0	0	0
ENSG00000103042.8	163	13	175	31	150	38	212	100
ENSG00000279889.1	0	0	0	0	0	0	0	0
ENSG00000125166.12	1219	248	929	344	1718	1202	1368	1320
ENSG00000245768.6	0	0	1	0	0	0	0	0
ENSG00000200424.1	0	0	0	0	0	0	0	0
ENSG00000244003.3	16	0	14	0	7	0	12	0
ENSG00000260451.1	0	0	0	0	0	0	0	0
ENSG00000242423.2	0	0	0	0	0	0	0	0
ENSG00000261638.1	0	0	0	0	0	0	0	0
ENSG00000275808.1	0	0	0	0	0	0	0	0
ENSG00000244043.1	0	0	2	0	0	0	0	2
ENSG00000261144.1	2	0	1	0	5	5	0	4
ENSG00000200062.1	4	7	0	2	3	12	1	3
ENSG00000270222.1	0	0	0	0	0	0	0	0
ENSG00000260240.4	0	0	1	1	2	10	2	4
ENSG00000261807.2	0	0	0	0	0	0	0	0
ENSG00000261278.1	3	1	1	1	3	3	1	23
ENSG00000261590.1	1	0	1	0	0	0	0	0
ENSG00000278499.2	0	0	0	0	0	0	0	0
ENSG00000261436.5	0	0	0	0	0	0	0	0
ENSG00000261310.1	1	0	0	0	0	0	0	0
ENSG00000259844.2	0	0	3	1	1	3	1	0
ENSG00000261178.2	0	0	0	0	0	0	0	0
ENSG00000224631.4	58	3	38	1	124	36	42	3
ENSG00000150394.13	22	1	34	4	19	0	28	7
ENSG00000260600.1	0	0	2	0	0	0	0	0
ENSG00000201289.1	11	0	2	3	10	0	2	0
ENSG00000260115.1	11	3	21	4	11	3	16	6
ENSG00000207441.1	3	0	0	1	2	1	0	1
ENSG00000280261.1	0	0	0	0	0	0	0	0
ENSG00000237901.1	0	0	0	0	0	0	0	0
ENSG00000231589.1	0	0	0	0	0	0	0	0
ENSG00000260332.1	0	0	0	0	0	0	0	0
ENSG00000261502.3	1	0	1	0	3	0	0	0
ENSG00000269986.1	0	0	0	0	0	0	0	0
ENSG00000261199.1	1	0	0	0	2	0	1	0
ENSG00000260658.5	2	0	0	0	0	0	0	0
ENSG00000241808.1	0	0	1	0	0	0	0	0
ENSG00000261743.1	0	0	0	0	0	0	0	0
ENSG00000279225.1	0	0	0	0	0	0	0	0
ENSG00000259864.1	0	0	0	0	0	0	0	0
ENSG00000261014.1	0	0	0	0	0	0	0	0
ENSG00000261653.1	0	0	0	0	0	0	0	0
ENSG00000260715.1	0	0	0	0	0	0	0	0
ENSG00000261028.1	0	0	0	0	0	0	0	0
ENSG00000260668.1	3	1	2	4	4	2	1	0
ENSG00000259846.1	0	0	0	0	0	0	0	0
ENSG00000260187.2	4	2	6	0	0	1	2	1
ENSG00000260068.1	0	0	0	0	0	0	0	0
ENSG00000140937.13	4867	1063	4411	1856	5159	4218	3962	5320
ENSG00000278893.1	7	0	7	0	3	0	4	0
ENSG00000259847.1	0	0	0	0	0	0	0	0
ENSG00000260834.1	3	0	1	1	1	0	2	0
ENSG00000260364.1	1	0	1	1	2	0	0	0
ENSG00000261742.5	6	0	0	0	1	2	2	0
ENSG00000261818.1	0	0	0	0	0	0	0	0
ENSG00000260004.1	0	0	0	0	0	0	0	0
ENSG00000260695.1	0	0	2	0	0	0	0	0
ENSG00000261234.1	0	0	1	0	0	0	0	0
ENSG00000201999.1	0	0	0	0	0	0	0	1
ENSG00000179776.17	0	0	0	0	0	0	0	0
ENSG00000246898.1	62	12	70	19	68	40	65	38
ENSG00000166546.13	1	1	5	0	3	0	5	0
ENSG00000260146.1	0	0	0	0	0	0	0	0
ENSG00000261656.5	0	0	0	0	0	0	0	0
ENSG00000260851.6	0	0	0	0	0	0	0	0
ENSG00000166548.15	186	12	213	24	184	57	236	94
ENSG00000260755.1	0	0	0	0	0	0	0	0
ENSG00000261519.3	2	0	0	0	0	0	0	0
ENSG00000275745.1	0	0	0	0	0	0	0	0
ENSG00000217555.12	121	15	102	26	115	53	86	64
ENSG00000254788.7	3	0	0	2	1	0	0	0
ENSG00000277978.1	0	0	0	0	0	0	1	0
ENSG00000089505.17	14	1	4	0	6	0	7	0
ENSG00000140932.9	0	0	0	0	0	0	0	0
ENSG00000260650.1	0	0	0	0	0	0	0	0
ENSG00000140931.19	300	14	219	25	311	40	293	43
ENSG00000183723.12	291	1	276	16	338	10	228	14
ENSG00000135720.12	2063	191	1941	248	2376	659	1902	649
ENSG00000260465.1	0	0	0	0	0	0	0	0
ENSG00000260558.1	0	0	1	0	0	0	0	0
ENSG00000246777.1	3	0	3	0	3	0	1	0
ENSG00000249961.9	1	0	1	0	0	0	0	0
ENSG00000159593.14	1146	254	810	334	1258	861	862	1001
ENSG00000258122.1	4	1	5	0	8	1	1	0
ENSG00000168748.13	0	0	0	0	1	0	0	0
ENSG00000172840.6	263	35	174	28	374	154	262	159
ENSG00000166589.12	0	0	0	0	0	0	0	0
ENSG00000166592.11	1	0	6	0	0	0	5	7
ENSG00000166595.11	639	101	510	147	699	323	651	321
ENSG00000172831.11	326	6	352	29	308	35	392	76
ENSG00000265408.1	0	0	0	0	0	0	0	0
ENSG00000280416.1	0	0	0	0	0	0	0	0
ENSG00000172828.12	11	1	8	1	9	11	18	4
ENSG00000172824.14	8	0	9	0	13	1	16	0
ENSG00000280334.1	1	0	0	0	0	0	0	0
ENSG00000265918.2	0	0	0	0	0	0	1	0
ENSG00000067955.13	959	82	585	152	1138	296	644	334
ENSG00000125149.11	295	47	207	76	377	224	278	253
ENSG00000237172.3	136	2	98	8	65	10	53	1
ENSG00000102871.15	205	14	208	44	134	30	172	25
ENSG00000135722.8	40	2	58	10	19	4	53	0
ENSG00000265690.7	0	0	1	0	2	0	0	0
ENSG00000102878.16	21	2	14	0	10	0	25	0
ENSG00000140939.14	410	51	392	89	282	86	325	121
ENSG00000196123.12	237	9	147	25	124	11	117	21
ENSG00000179044.15	2	0	3	0	0	0	2	0
ENSG00000205250.8	897	50	634	106	708	158	554	118
ENSG00000102890.14	17	1	9	1	10	2	12	0
ENSG00000207948.3	0	0	0	0	0	0	0	0
ENSG00000280163.1	2	0	0	0	3	0	0	0
ENSG00000125122.15	13	1	12	4	16	0	17	1
ENSG00000168701.18	314	53	263	80	376	244	283	278
ENSG00000135723.13	394	58	277	68	382	174	295	167
ENSG00000135740.16	66	4	45	4	30	1	34	13
ENSG00000262691.1	15	0	11	1	3	0	8	0
ENSG00000196155.12	173	19	149	34	211	91	267	72
ENSG00000168676.10	2	0	1	0	3	0	3	0
ENSG00000201201.1	2	9	4	1	9	7	12	6
ENSG00000159708.17	2	1	2	1	0	0	0	0
ENSG00000159713.10	0	0	0	0	0	0	0	0
ENSG00000239194.1	0	0	0	0	0	0	0	0
ENSG00000159714.10	60	2	66	6	27	5	64	13
ENSG00000176387.6	15	1	7	1	7	8	9	20
ENSG00000261320.1	0	0	0	0	0	0	0	0
ENSG00000159720.11	640	188	522	212	673	752	764	808
ENSG00000270049.2	4	1	21	4	12	10	9	3
ENSG00000159723.4	0	0	0	0	0	0	0	0
ENSG00000276075.1	3	1	6	1	4	0	8	0
ENSG00000039523.19	617	48	463	72	610	270	549	250
ENSG00000261396.1	4	0	4	0	5	0	2	0
ENSG00000259945.1	0	0	0	0	0	0	0	0
ENSG00000260894.1	0	0	0	0	0	0	0	0
ENSG00000261386.2	1	0	3	1	0	0	3	0
ENSG00000280214.1	3	0	7	1	0	0	3	0
ENSG00000259804.1	8	2	8	2	4	0	3	0
ENSG00000102974.14	860	192	644	305	1085	814	744	990
ENSG00000237718.2	0	0	0	0	0	0	0	0
ENSG00000159753.13	7	1	5	1	20	4	16	2
ENSG00000102977.13	289	47	222	59	286	164	298	128
ENSG00000102981.9	84	6	69	3	75	15	123	12
ENSG00000124074.11	121	8	101	11	111	58	173	70
ENSG00000159761.14	0	0	0	0	0	0	4	0
ENSG00000141098.12	421	19	242	30	383	69	233	36
ENSG00000141084.10	353	15	364	35	363	67	458	87
ENSG00000270165.1	0	0	0	0	2	0	1	0
ENSG00000102904.14	15	0	13	1	13	5	17	8
ENSG00000102901.12	333	25	227	66	341	124	388	127
ENSG00000168286.2	651	37	336	72	671	165	436	111
ENSG00000102898.11	762	152	566	248	676	642	673	703
ENSG00000262141.1	25	6	22	1	26	6	28	0
ENSG00000038358.14	427	81	371	142	338	306	325	339
ENSG00000263126.1	2	0	2	0	0	3	0	0
ENSG00000188038.7	0	0	0	0	0	0	0	0
ENSG00000159792.9	366	3	322	23	324	24	418	46
ENSG00000141086.17	0	0	0	0	0	0	0	0
ENSG00000261884.2	12	1	0	1	11	4	4	0
ENSG00000205220.11	20	11	24	7	16	23	19	7
ENSG00000213398.7	37	0	21	0	25	3	32	0
ENSG00000124067.16	511	69	527	81	441	332	657	286
ENSG00000141096.4	0	0	0	0	0	0	0	0
ENSG00000167261.13	0	0	0	0	0	0	0	0
ENSG00000167264.17	154	35	98	68	208	263	138	192
ENSG00000262962.1	1	1	6	4	7	8	4	14
ENSG00000263201.1	0	0	0	0	0	0	0	0
ENSG00000202336.1	0	1	0	1	0	0	1	0
ENSG00000182810.6	112	15	82	34	124	105	107	86
ENSG00000261864.1	0	0	0	0	0	0	0	0
ENSG00000072736.18	264	18	211	40	361	136	211	118
ENSG00000201850.1	0	0	0	0	0	0	0	0
ENSG00000212445.1	0	0	0	0	0	0	0	0
ENSG00000262514.1	1	0	0	0	0	0	0	0
ENSG00000279621.1	0	0	0	0	0	0	0	0
ENSG00000240435.2	11	3	14	0	20	3	19	0
ENSG00000260891.1	0	0	0	0	0	0	1	0
ENSG00000263276.1	0	0	1	0	2	0	0	0
ENSG00000262160.1	50	0	40	4	78	0	74	0
ENSG00000103067.13	270	25	137	39	292	129	239	79
ENSG00000284259.1	0	0	0	0	0	0	0	0
ENSG00000261469.1	0	0	0	0	0	0	0	0
ENSG00000103066.12	263	16	237	29	195	95	286	64
ENSG00000260441.5	0	0	1	0	0	0	0	0
ENSG00000103064.13	799	55	421	64	945	241	461	194
ENSG00000252026.1	0	0	0	0	0	0	0	0
ENSG00000103061.12	358	25	281	50	393	64	393	125
ENSG00000279649.1	3	0	0	0	2	0	0	0
ENSG00000132600.16	244	59	185	75	263	187	240	118
ENSG00000259797.1	1	0	1	0	1	0	0	0
ENSG00000222177.1	0	0	1	0	1	0	0	0
ENSG00000103056.11	11	0	18	2	12	0	4	0
ENSG00000279693.1	0	0	0	0	0	0	0	0
ENSG00000274698.1	2	0	5	0	4	0	2	0
ENSG00000199263.1	0	0	0	0	0	0	0	0
ENSG00000241334.2	1	0	0	0	2	0	0	0
ENSG00000184939.15	414	32	459	58	533	135	482	234
ENSG00000201164.1	0	68	1	45	0	50	1	31
ENSG00000260084.1	0	0	0	0	0	0	0	0
ENSG00000275383.1	4	0	1	0	2	0	2	0
ENSG00000252040.1	0	0	0	0	0	0	0	0
ENSG00000252640.1	0	0	0	0	0	0	0	0
ENSG00000062038.13	50	18	52	16	49	19	58	38
ENSG00000260577.2	1	0	0	0	1	0	0	0
ENSG00000260860.2	0	0	0	0	2	0	0	0
ENSG00000261395.3	8	4	5	3	15	9	10	21
ENSG00000039068.18	22	6	29	9	27	39	25	41
ENSG00000200558.1	4	4	2	4	8	10	6	3
ENSG00000260798.1	0	0	2	0	0	1	0	0
ENSG00000260459.2	2	0	0	0	1	0	2	0
ENSG00000103047.7	367	62	303	117	509	381	347	327
ENSG00000199979.1	0	0	0	0	0	0	0	0
ENSG00000275504.1	0	0	0	0	0	0	0	0
ENSG00000260999.1	0	0	0	0	0	0	0	0
ENSG00000266801.1	2	0	2	0	0	6	0	0
ENSG00000202497.1	0	0	0	0	0	0	0	0
ENSG00000271129.1	0	0	0	0	0	1	0	1
ENSG00000244378.1	2	0	3	0	1	0	1	0
ENSG00000103044.10	5645	314	4375	505	10253	1680	11242	2434
ENSG00000168802.12	744	83	773	197	833	435	975	599
ENSG00000141076.17	371	102	309	148	380	448	354	354
ENSG00000207083.1	0	0	1	0	0	0	0	0
ENSG00000168807.16	1333	56	1415	136	2175	515	1865	415
ENSG00000200164.1	0	0	0	0	0	0	0	0
ENSG00000265113.1	1	0	0	0	0	0	1	0
ENSG00000260914.3	0	0	0	0	0	0	0	0
ENSG00000132612.15	401	34	330	71	440	143	424	68
ENSG00000213380.14	82	0	80	2	102	0	77	0
ENSG00000272617.2	119	2	72	8	140	11	74	23
ENSG00000258429.1	45	7	36	9	34	27	44	14
ENSG00000260371.1	0	0	0	0	0	0	0	0
ENSG00000259900.5	0	0	0	0	0	0	0	0
ENSG00000132603.13	789	181	336	150	860	624	352	401
ENSG00000157315.4	1	0	1	0	4	0	1	0
ENSG00000132604.10	326	65	237	69	351	268	256	254
ENSG00000103018.16	1299	218	975	314	2096	931	1284	1030
ENSG00000261527.1	0	0	0	0	0	0	0	0
ENSG00000260108.1	0	0	0	0	0	0	0	0
ENSG00000102908.20	1009	153	1124	213	1471	925	1016	858
ENSG00000223109.1	0	0	0	0	0	0	0	0
ENSG00000274093.1	1	0	2	0	4	0	1	0
ENSG00000260772.1	0	0	0	0	0	0	0	0
ENSG00000181019.12	1697	494	1504	698	1848	1797	1611	1717
ENSG00000261602.1	0	0	0	0	0	0	0	0
ENSG00000262136.1	7	0	16	7	9	7	16	30
ENSG00000141101.12	475	57	404	78	461	266	486	197
ENSG00000260290.2	18	15	25	19	32	47	25	15
ENSG00000198373.12	247	30	259	56	250	148	261	170
ENSG00000252443.1	0	0	0	0	0	0	0	0
ENSG00000208017.3	0	0	0	0	0	0	0	0
ENSG00000157322.17	0	0	0	0	0	0	0	0
ENSG00000277003.1	0	0	0	0	0	0	0	0
ENSG00000196696.12	3	0	5	1	0	0	6	0
ENSG00000226232.8	0	0	0	0	0	0	0	0
ENSG00000255185.5	0	0	0	0	0	0	0	0
ENSG00000239118.1	0	0	0	0	0	0	0	0
ENSG00000241183.1	0	0	0	0	0	0	0	0
ENSG00000090857.13	717	42	882	87	736	164	923	178
ENSG00000247228.2	0	0	0	0	0	0	0	0
ENSG00000157335.20	0	0	0	0	0	0	0	0
ENSG00000261145.1	0	0	0	0	0	0	0	0
ENSG00000261556.9	28	2	17	2	33	0	22	18
ENSG00000223496.2	487	10	368	47	313	51	323	53
ENSG00000090861.15	1208	463	1041	474	1820	2271	1632	2126
ENSG00000265648.2	0	0	0	0	0	0	0	0
ENSG00000157349.16	58	2	37	3	46	19	64	5
ENSG00000260537.2	0	0	0	0	0	0	0	0
ENSG00000261777.5	21	3	12	9	9	9	11	15
ENSG00000168872.16	208	22	132	38	188	106	112	41
ENSG00000157350.12	300	19	234	31	312	52	303	48
ENSG00000260111.1	3	0	0	0	1	0	1	0
ENSG00000240043.1	1	0	1	0	0	0	0	0
ENSG00000200153.1	9	0	3	0	19	4	15	16
ENSG00000157353.16	67	3	72	8	85	18	106	37
ENSG00000103051.18	453	137	559	159	651	497	704	497
ENSG00000189091.12	1823	654	1691	891	2277	3141	2092	3029
ENSG00000221514.1	0	1	0	0	1	0	0	0
ENSG00000221066.1	4	0	2	0	4	0	5	0
ENSG00000157368.10	0	0	0	0	0	0	0	0
ENSG00000132613.14	697	25	531	41	609	73	607	43
ENSG00000279569.1	0	0	0	1	0	0	0	0
ENSG00000103043.14	482	70	426	112	504	290	526	310
ENSG00000279412.1	0	0	0	0	0	0	0	0
ENSG00000260156.1	0	0	0	0	0	0	0	0
ENSG00000214353.7	10	0	4	0	1	0	1	0
ENSG00000279815.1	0	0	0	0	0	0	0	0
ENSG00000279122.1	0	0	0	0	0	0	0	0
ENSG00000279123.1	0	0	0	0	0	0	0	0
ENSG00000262890.1	0	0	0	0	0	0	0	0
ENSG00000157423.17	0	0	0	0	4	2	0	1
ENSG00000221725.1	0	0	1	0	0	0	0	0
ENSG00000259833.5	0	0	0	0	0	0	0	0
ENSG00000259798.1	0	0	0	0	0	0	0	0
ENSG00000180917.17	5	1	8	1	7	1	2	1
ENSG00000261260.1	0	0	0	0	0	0	0	0
ENSG00000172137.18	0	0	0	0	0	0	0	0
ENSG00000261348.1	0	0	0	0	0	0	0	0
ENSG00000262120.1	1	2	0	0	2	0	1	0
ENSG00000260734.4	0	0	0	0	0	0	0	0
ENSG00000262008.1	0	0	0	0	0	0	0	0
ENSG00000167377.17	24	2	27	8	20	16	13	12
ENSG00000261611.5	0	0	0	0	0	0	0	0
ENSG00000247324.2	1	0	1	0	0	0	3	0
ENSG00000157429.15	12	3	26	4	27	5	35	15
ENSG00000260520.1	0	0	0	0	0	0	0	0
ENSG00000140835.9	0	0	0	0	0	0	0	0
ENSG00000260015.1	0	0	0	0	0	0	0	0
ENSG00000252339.1	0	0	0	0	0	0	0	0
ENSG00000198650.10	0	0	0	0	0	0	0	0
ENSG00000260886.1	2	0	1	0	0	0	1	7
ENSG00000260593.1	0	0	0	0	0	0	0	0
ENSG00000140832.9	0	0	0	0	1	0	0	0
ENSG00000040199.18	302	24	166	42	316	55	214	64
ENSG00000260185.1	0	0	0	0	0	0	0	0
ENSG00000199301.1	0	0	0	2	0	0	0	2
ENSG00000263666.1	0	0	0	0	0	0	0	1
ENSG00000261513.1	0	0	0	0	0	0	0	0
ENSG00000260612.1	0	0	0	0	0	0	0	0
ENSG00000166747.12	1140	260	909	389	1168	1132	834	1161
ENSG00000223224.1	17	0	40	1	9	0	31	6
ENSG00000283057.1	20	4	8	6	9	0	8	0
ENSG00000262140.1	0	0	1	1	0	0	1	0
ENSG00000224470.7	492	7	427	25	492	26	476	36
ENSG00000182149.20	783	115	602	208	897	351	633	575
ENSG00000279592.1	0	0	0	0	0	0	0	0
ENSG00000102984.14	59	6	39	22	36	34	80	76
ENSG00000261765.1	0	0	0	0	0	0	0	0
ENSG00000277481.1	0	0	0	0	0	0	0	0
ENSG00000242176.1	0	0	1	0	1	2	1	0
ENSG00000263311.1	1	0	0	0	0	6	1	0
ENSG00000263232.2	43	19	24	20	49	100	63	84
ENSG00000102967.11	241	26	129	24	168	63	92	75
ENSG00000140830.8	255	37	228	101	286	129	266	328
ENSG00000257017.8	1	0	0	0	0	0	0	0
ENSG00000261701.6	0	0	0	0	0	0	0	0
ENSG00000260252.1	0	0	0	0	0	0	0	0
ENSG00000140829.11	725	155	647	227	688	547	708	609
ENSG00000118557.15	2	0	6	1	5	2	3	6
ENSG00000261673.1	1	0	0	0	0	0	0	0
ENSG00000261774.1	5	3	8	3	3	1	0	0
ENSG00000261008.6	15	4	13	5	22	2	21	9
ENSG00000283564.1	0	0	0	0	0	0	0	0
ENSG00000260664.2	0	0	3	0	0	0	0	0
ENSG00000259768.5	89	11	117	18	118	28	113	54
ENSG00000238731.1	0	0	0	0	0	0	0	0
ENSG00000261764.1	0	0	1	0	2	1	3	0
ENSG00000279206.1	4	0	0	0	2	0	0	0
ENSG00000140836.15	476	25	592	64	388	66	482	117
ENSG00000259209.3	3	0	4	0	0	0	1	0
ENSG00000251868.1	0	0	0	0	0	0	0	0
ENSG00000279757.1	0	0	0	0	0	0	0	0
ENSG00000280092.1	0	0	0	0	0	0	0	0
ENSG00000272330.1	3	0	5	0	15	0	3	0
ENSG00000279591.1	0	0	0	0	0	0	0	0
ENSG00000271009.3	5	0	8	0	9	0	6	0
ENSG00000260880.3	1	0	0	0	0	0	0	0
ENSG00000284675.1	0	0	0	0	0	0	0	0
ENSG00000261227.2	1	0	0	0	0	0	0	0
ENSG00000279120.1	0	0	0	0	0	0	0	0
ENSG00000284683.1	0	0	0	0	0	0	0	0
ENSG00000258779.7	0	0	0	0	0	0	0	0
ENSG00000260848.1	0	0	0	0	0	0	0	0
ENSG00000283457.1	0	0	0	0	0	0	0	0
ENSG00000259817.2	0	0	0	0	0	0	0	0
ENSG00000284670.1	25	0	14	1	18	8	40	40
ENSG00000261404.6	0	0	0	0	1	0	0	0
ENSG00000279420.1	0	0	0	0	0	0	0	0
ENSG00000279100.1	0	0	0	0	0	0	0	0
ENSG00000260471.1	25	4	19	4	32	19	27	26
ENSG00000261248.1	0	0	0	0	0	0	0	0
ENSG00000275236.1	8	0	7	0	7	0	1	0
ENSG00000103035.10	1171	259	897	399	1258	1026	1036	1174
ENSG00000259972.2	40	0	31	1	39	0	22	0
ENSG00000239763.2	4	0	1	0	2	0	1	0
ENSG00000260884.1	1	0	0	0	0	0	0	0
ENSG00000214331.8	19	5	27	8	18	5	14	34
ENSG00000261079.1	1	0	1	0	0	5	0	0
ENSG00000196436.8	1	0	1	0	0	0	0	0
ENSG00000276822.1	0	0	0	0	0	0	0	0
ENSG00000140839.11	0	0	0	0	0	0	0	0
ENSG00000261170.1	0	0	0	0	0	0	0	0
ENSG00000090863.11	1717	540	2281	783	1609	1648	1926	1838
ENSG00000251794.1	0	0	0	0	0	0	0	0
ENSG00000207525.1	0	0	1	0	0	0	0	0
ENSG00000240861.1	1	0	0	0	0	4	3	0
ENSG00000270945.1	9	2	5	3	21	14	6	60
ENSG00000168411.13	801	143	573	207	1059	645	557	534
ENSG00000262904.1	4	2	4	1	0	1	3	5
ENSG00000168404.12	148	31	99	36	191	136	91	94
ENSG00000103089.8	4	0	1	0	0	0	5	2
ENSG00000261458.1	0	0	0	0	0	0	0	0
ENSG00000103091.14	351	44	340	62	410	131	381	167
ENSG00000186187.11	631	31	481	71	388	78	352	141
ENSG00000247033.1	5	0	6	3	2	0	3	0
ENSG00000166816.13	13	2	28	8	27	25	39	20
ENSG00000261058.1	0	0	0	0	0	0	0	0
ENSG00000184517.11	176	28	176	48	233	100	250	192
ENSG00000213318.4	0	0	0	0	0	0	1	0
ENSG00000168928.12	0	0	0	0	0	0	0	0
ENSG00000168925.10	0	0	0	0	0	0	0	0
ENSG00000240338.5	0	0	0	0	0	0	0	0
ENSG00000050820.16	748	73	559	93	796	227	961	261
ENSG00000280152.1	6	0	13	0	22	0	20	0
ENSG00000252101.2	0	0	0	0	0	0	0	0
ENSG00000153774.8	421	110	329	167	400	324	338	322
